        Frequency / GHz                SZmax(1),Zmax(1)_(wt=0.2)/abs,dB
                   11.16                    -0.054738949
                  11.164                    -0.054798495
                  11.168                     -0.05485849
                  11.172                    -0.054918936
                  11.176                    -0.054979835
                   11.18                    -0.055041188
                  11.184                    -0.055102998
                  11.188                    -0.055165266
                  11.192                    -0.055227995
                  11.196                    -0.055291187
                    11.2                    -0.055354844
                  11.204                    -0.055418968
                  11.208                    -0.055483562
                  11.212                    -0.055548629
                  11.216                    -0.055614169
                   11.22                    -0.055680187
                  11.224                    -0.055746685
                  11.228                    -0.055813665
                  11.232                     -0.05588113
                  11.236                    -0.055949084
                   11.24                    -0.056017528
                  11.244                    -0.056086465
                  11.248                      -0.0561559
                  11.252                    -0.056225834
                  11.256                    -0.056296272
                   11.26                    -0.056367215
                  11.264                    -0.056438669
                  11.268                    -0.056510635
                  11.272                    -0.056583117
                  11.276                    -0.056656119
                   11.28                    -0.056729645
                  11.284                    -0.056803698
                  11.288                    -0.056878282
                  11.292                      -0.0569534
                  11.296                    -0.057029058
                    11.3                    -0.057105257
                  11.304                    -0.057182004
                  11.308                    -0.057259301
                  11.312                    -0.057337154
                  11.316                    -0.057415566
                   11.32                    -0.057494542
                  11.324                    -0.057574086
                  11.328                    -0.057654203
                  11.332                    -0.057734898
                  11.336                    -0.057816176
                   11.34                    -0.057898041
                  11.344                    -0.057980498
                  11.348                    -0.058063553
                  11.352                     -0.05814721
                  11.356                    -0.058231475
                   11.36                    -0.058316354
                  11.364                    -0.058401851
                  11.368                    -0.058487973
                  11.372                    -0.058574725
                  11.376                    -0.058662112
                   11.38                    -0.058750142
                  11.384                    -0.058838819
                  11.388                     -0.05892815
                  11.392                    -0.059018142
                  11.396                      -0.0591088
                    11.4                    -0.059200131
                  11.404                    -0.059292142
                  11.408                    -0.059384839
                  11.412                     -0.05947823
                  11.416                    -0.059572322
                   11.42                     -0.05966712
                  11.424                    -0.059762634
                  11.428                     -0.05985887
                  11.432                    -0.059955835
                  11.436                    -0.060053538
                   11.44                    -0.060151987
                  11.444                    -0.060251188
                  11.448                    -0.060351151
                  11.452                    -0.060451884
                  11.456                    -0.060553395
                   11.46                    -0.060655692
                  11.464                    -0.060758785
                  11.468                    -0.060862683
                  11.472                    -0.060967393
                  11.476                    -0.061072927
                   11.48                    -0.061179293
                  11.484                      -0.0612865
                  11.488                    -0.061394559
                  11.492                     -0.06150348
                  11.496                    -0.061613273
                    11.5                    -0.061723947
                  11.504                    -0.061835514
                  11.508                    -0.061947984
                  11.512                    -0.062061369
                  11.516                    -0.062175679
                   11.52                    -0.062290926
                  11.524                    -0.062407122
                  11.528                    -0.062524277
                  11.532                    -0.062642405
                  11.536                    -0.062761518
                   11.54                    -0.062881627
                  11.544                    -0.063002746
                  11.548                    -0.063124888
                  11.552                    -0.063248066
                  11.556                    -0.063372293
                   11.56                    -0.063497583
                  11.564                     -0.06362395
                  11.568                    -0.063751409
                  11.572                    -0.063879974
                  11.576                     -0.06400966
                   11.58                    -0.064140481
                  11.584                    -0.064272454
                  11.588                    -0.064405595
                  11.592                    -0.064539918
                  11.596                    -0.064675441
                    11.6                    -0.064812179
                  11.604                    -0.064950151
                  11.608                    -0.065089374
                  11.612                    -0.065229865
                  11.616                    -0.065371642
                   11.62                    -0.065514723
                  11.624                    -0.065659128
                  11.628                    -0.065804876
                  11.632                    -0.065951985
                  11.636                    -0.066100477
                   11.64                    -0.066250371
                  11.644                    -0.066401688
                  11.648                    -0.066554449
                  11.652                    -0.066708676
                  11.656                    -0.066864392
                   11.66                    -0.067021617
                  11.664                    -0.067180376
                  11.668                    -0.067340692
                  11.672                    -0.067502589
                  11.676                    -0.067666091
                   11.68                    -0.067831224
                  11.684                    -0.067998012
                  11.688                    -0.068166482
                  11.692                     -0.06833666
                  11.696                    -0.068508574
                    11.7                    -0.068682251
                  11.704                    -0.068857719
                  11.708                    -0.069035009
                  11.712                    -0.069214148
                  11.716                    -0.069395167
                   11.72                    -0.069578098
                  11.724                    -0.069762971
                  11.728                    -0.069949819
                  11.732                    -0.070138675
                  11.736                    -0.070329572
                   11.74                    -0.070522546
                  11.744                     -0.07071763
                  11.748                    -0.070914862
                  11.752                    -0.071114277
                  11.756                    -0.071315914
                   11.76                    -0.071519811
                  11.764                    -0.071726007
                  11.768                    -0.071934543
                  11.772                     -0.07214546
                  11.776                    -0.072358799
                   11.78                    -0.072574605
                  11.784                     -0.07279292
                  11.788                    -0.073013791
                  11.792                    -0.073237264
                  11.796                    -0.073463385
                    11.8                    -0.073692203
                  11.804                    -0.073923768
                  11.808                     -0.07415813
                  11.812                    -0.074395342
                  11.816                    -0.074635457
                   11.82                    -0.074878529
                  11.824                    -0.075124614
                  11.828                    -0.075373769
                  11.832                    -0.075626053
                  11.836                    -0.075881526
                   11.84                    -0.076140249
                  11.844                    -0.076402287
                  11.848                    -0.076667702
                  11.852                    -0.076936562
                  11.856                    -0.077208935
                   11.86                     -0.07748489
                  11.864                    -0.077764499
                  11.868                    -0.078047836
                  11.872                    -0.078334975
                  11.876                    -0.078625993
                   11.88                    -0.078920971
                  11.884                    -0.079219988
                  11.888                    -0.079523129
                  11.892                     -0.07983048
                  11.896                    -0.080142128
                    11.9                    -0.080458163
                  11.904                    -0.080778679
                  11.908                     -0.08110377
                  11.912                    -0.081433534
                  11.916                    -0.081768072
                   11.92                    -0.082107488
                  11.924                    -0.082451886
                  11.928                    -0.082801377
                  11.932                    -0.083156073
                  11.936                    -0.083516088
                   11.94                    -0.083881542
                  11.944                    -0.084252556
                  11.948                    -0.084629255
                  11.952                     -0.08501177
                  11.956                    -0.085400232
                   11.96                    -0.085794778
                  11.964                    -0.086195549
                  11.968                     -0.08660269
                  11.972                     -0.08701635
                  11.976                    -0.087436681
                   11.98                    -0.087863844
                  11.984                    -0.088297999
                  11.988                    -0.088739316
                  11.992                    -0.089187967
                  11.996                    -0.089644131
                      12                    -0.090107991

        Frequency / GHz                SZmax(1),Zmax(1)_(wt=0.3)/abs,dB
----------------------------------------------------------------------
                       8                    -0.056426412
                   8.004                    -0.056589763
                   8.008                    -0.056754271
                   8.012                     -0.05691995
                   8.016                    -0.057086813
                    8.02                    -0.057254875
                   8.024                    -0.057424151
                   8.028                    -0.057594654
                   8.032                    -0.057766401
                   8.036                    -0.057939405
                    8.04                    -0.058113682
                   8.044                    -0.058289248
                   8.048                    -0.058466118
                   8.052                    -0.058644309
                   8.056                    -0.058823837
                    8.06                    -0.059004719
                   8.064                     -0.05918697
                   8.068                     -0.05937061
                   8.072                    -0.059555654
                   8.076                    -0.059742121
                    8.08                    -0.059930028
                   8.084                    -0.060119395
                   8.088                    -0.060310239
                   8.092                    -0.060502579
                   8.096                    -0.060696435
                     8.1                    -0.060891827
                   8.104                    -0.061088773
                   8.108                    -0.061287295
                   8.112                    -0.061487413
                   8.116                    -0.061689148
                    8.12                    -0.061892521
                   8.124                    -0.062097554
                   8.128                    -0.062304269
                   8.132                    -0.062512688
                   8.136                    -0.062722834
                    8.14                     -0.06293473
                   8.144                      -0.0631484
                   8.148                    -0.063363868
                   8.152                    -0.063581159
                   8.156                    -0.063800296
                    8.16                    -0.064021307
                   8.164                    -0.064244215
                   8.168                    -0.064469048
                   8.172                    -0.064695833
                   8.176                    -0.064924596
                    8.18                    -0.065155365
                   8.184                    -0.065388169
                   8.188                    -0.065623036
                   8.192                    -0.065859995
                   8.196                    -0.066099076
                     8.2                     -0.06634031
                   8.204                    -0.066583727
                   8.208                    -0.066829359
                   8.212                    -0.067077238
                   8.216                    -0.067327396
                    8.22                    -0.067579868
                   8.224                    -0.067834686
                   8.228                    -0.068091886
                   8.232                    -0.068351502
                   8.236                    -0.068613571
                    8.24                    -0.068878129
                   8.244                    -0.069145214
                   8.248                    -0.069414863
                   8.252                    -0.069687115
                   8.256                     -0.06996201
                    8.26                    -0.070239589
                   8.264                    -0.070519892
                   8.268                    -0.070802961
                   8.272                    -0.071088839
                   8.276                    -0.071377569
                    8.28                    -0.071669197
                   8.284                    -0.071963768
                   8.288                    -0.072261327
                   8.292                    -0.072561923
                   8.296                    -0.072865604
                     8.3                    -0.073172418
                   8.304                    -0.073482416
                   8.308                    -0.073795649
                   8.312                     -0.07411217
                   8.316                    -0.074432032
                    8.32                     -0.07475529
                   8.324                       -0.075082
                   8.328                    -0.075412218
                   8.332                    -0.075746003
                   8.336                    -0.076083414
                    8.34                    -0.076424511
                   8.344                    -0.076769358
                   8.348                    -0.077118016
                   8.352                    -0.077470551
                   8.356                    -0.077827029
                    8.36                    -0.078187518
                   8.364                    -0.078552086
                   8.368                    -0.078920804
                   8.372                    -0.079293745
                   8.376                    -0.079670983
                    8.38                    -0.080052592
                   8.384                     -0.08043865
                   8.388                    -0.080829235
                   8.392                     -0.08122443
                   8.396                    -0.081624316
                     8.4                    -0.082028978
                   8.404                    -0.082438502
                   8.408                    -0.082852977
                   8.412                    -0.083272494
                   8.416                    -0.083697145
                    8.42                    -0.084127025
                   8.424                    -0.084562231
                   8.428                    -0.085002863
                   8.432                    -0.085449023
                   8.436                    -0.085900815
                    8.44                    -0.086358346
                   8.444                    -0.086821725
                   8.448                    -0.087291065
                   8.452                     -0.08776648
                   8.456                    -0.088248089
                    8.46                    -0.088736012
                   8.464                    -0.089230373
                   8.468                    -0.089731299
                   8.472                     -0.09023892
                   8.476                    -0.090753369
                    8.48                    -0.091274783
                   8.484                    -0.091803303
                   8.488                    -0.092339072
                   8.492                    -0.092882239
                   8.496                    -0.093432954
                     8.5                    -0.093991374
                   8.504                    -0.094557657
                   8.508                    -0.095131969
                   8.512                    -0.095714477
                   8.516                    -0.096305354
                    8.52                    -0.096904777
                   8.524                     -0.09751293
                   8.528                    -0.098129999
                   8.532                    -0.098756177
                   8.536                    -0.099391661
                    8.54                     -0.10003666
                   8.544                     -0.10069137
                   8.548                     -0.10135602
                   8.552                     -0.10203082
                   8.556                       -0.102716
                    8.56                      -0.1034118
                   8.564                     -0.10411846
                   8.568                     -0.10483622
                   8.572                     -0.10556534
                   8.576                     -0.10630608
                    8.58                     -0.10705871
                   8.584                     -0.10782351
                   8.588                     -0.10860077
                   8.592                     -0.10939077
                   8.596                     -0.11019383
                     8.6                     -0.11101026
                   8.604                     -0.11184037
                   8.608                     -0.11268451
                   8.612                     -0.11354302
                   8.616                     -0.11441624
                    8.62                     -0.11530455
                   8.624                     -0.11620832
                   8.628                     -0.11712793
                   8.632                      -0.1180638
                   8.636                     -0.11901633
                    8.64                     -0.11998595
                   8.644                     -0.12097311
                   8.648                     -0.12197825
                   8.652                     -0.12300185
                   8.656                      -0.1240444
                    8.66                      -0.1251064
                   8.664                     -0.12618837
                   8.668                     -0.12729084
                   8.672                     -0.12841438
                   8.676                     -0.12955956
                    8.68                     -0.13072698
                   8.684                     -0.13191725
                   8.688                       -0.133131
                   8.692                     -0.13436892
                   8.696                     -0.13563166
                     8.7                     -0.13691996
                   8.704                     -0.13823454
                   8.708                     -0.13957616
                   8.712                     -0.14094563
                   8.716                     -0.14234374
                    8.72                     -0.14377137
                   8.724                     -0.14522939
                   8.728                     -0.14671872
                   8.732                     -0.14824031
                   8.736                     -0.14979516
                    8.74                     -0.15138428
                   8.744                     -0.15300875
                   8.748                     -0.15466968
                   8.752                     -0.15636823
                   8.756                     -0.15810559
                    8.76                     -0.15988302
                   8.764                     -0.16170182
                   8.768                     -0.16356335
                   8.772                     -0.16546901
                   8.776                     -0.16742029
                    8.78                     -0.16941871
                   8.784                     -0.17146589
                   8.788                     -0.17356347
                   8.792                     -0.17571322
                   8.796                     -0.17791695
                     8.8                     -0.18017655
                   8.804                     -0.18249401
                   8.808                     -0.18487142
                   8.812                     -0.18731093
                   8.816                     -0.18981481
                    8.82                     -0.19238544
                   8.824                     -0.19502531
                   8.828                     -0.19773701
                   8.832                     -0.20052328
                   8.836                     -0.20338697
                    8.84                     -0.20633109
                   8.844                     -0.20935877
                   8.848                     -0.21247332
                   8.852                     -0.21567821
                   8.856                     -0.21897708
                    8.86                     -0.22237376
                   8.864                     -0.22587228
                   8.868                     -0.22947689
                   8.872                     -0.23319203
                   8.876                     -0.23702242
                    8.88                       -0.240973
                   8.884                     -0.24504901
                   8.888                     -0.24925596
                   8.892                     -0.25359967
                   8.896                     -0.25808629
                     8.9                     -0.26272232
                   8.904                     -0.26751464
                   8.908                     -0.27247052
                   8.912                     -0.27759766
                   8.916                     -0.28290425
                    8.92                     -0.28839892
                   8.924                     -0.29409089
                   8.928                      -0.2999899
                   8.932                     -0.30610632
                   8.936                     -0.31245119
                    8.94                     -0.31903623
                   8.944                     -0.32587396
                   8.948                     -0.33297769
                   8.952                     -0.34036164
                   8.956                     -0.34804099
                    8.96                     -0.35603194
                   8.964                     -0.36435184
                   8.968                     -0.37301926
                   8.972                     -0.38205408
                   8.976                     -0.39147762
                    8.98                     -0.40131277
                   8.984                     -0.41158414
                   8.988                     -0.42231817
                   8.992                     -0.43354334
                   8.996                     -0.44529033
                       9                     -0.45759227
                   9.004                     -0.47048492
                   9.008                     -0.48400695
                   9.012                     -0.49820023
                   9.016                     -0.51311015
                    9.02                     -0.52878594
                   9.024                     -0.54528112
                   9.028                     -0.56265392
                   9.032                     -0.58096778
                   9.036                     -0.60029189
                    9.04                     -0.62070186
                   9.044                     -0.64228043
                   9.048                     -0.66511824
                   9.052                     -0.68931477
                   9.056                     -0.71497938
                    9.06                     -0.74223245
                   9.064                     -0.77120678
                   9.068                     -0.80204906
                   9.072                     -0.83492163
                   9.076                     -0.87000452
                    9.08                     -0.90749768
                   9.084                     -0.94762372
                   9.088                     -0.99063088
                   9.092                      -1.0367966
                   9.096                      -1.0864317
                     9.1                      -1.1398848
                   9.104                      -1.1975485
                   9.108                      -1.2598653
                   9.112                      -1.3273353
                   9.116                      -1.4005254
                    9.12                      -1.4800796
                   9.124                      -1.5667315
                   9.128                      -1.6613192
                   9.132                      -1.7648024
                   9.136                      -1.8782841
                    9.14                      -2.0030352
                   9.144                       -2.140525
                   9.148                      -2.2924577
                   9.152                      -2.4608175
                   9.156                      -2.6479224
                    9.16                      -2.8564921
                   9.164                      -3.0897311
                   9.168                      -3.3514338
                   9.172                      -3.6461177
                   9.176                      -3.9791947
                    9.18                      -4.3571962
                   9.184                      -4.7880743
                   9.188                      -5.2816135
                   9.192                      -5.8500128
                   9.196                      -6.5087318
                     9.2                      -7.2777657
                   9.204                      -8.1836412
                   9.208                       -9.262665
                   9.212                      -10.566405
                   9.216                      -12.171115
                    9.22                      -14.193017
                   9.224                      -16.800626
                   9.228                      -20.087452
                   9.232                      -22.739167
                   9.236                      -21.129531
                    9.24                      -17.711627
                   9.244                      -14.855251
                   9.248                      -12.642423
                   9.252                      -10.896437
                   9.256                      -9.4851347
                    9.26                      -8.3218188
                   9.264                      -7.3484996
                   9.268                       -6.524783
                   9.272                      -5.8213945
                   9.276                      -5.2163859
                    9.28                       -4.692839
                   9.284                      -4.2374206
                   9.288                      -3.8394379
                   9.292                      -3.4901964
                   9.296                       -3.182549
                     9.3                      -2.9105692
                   9.304                       -2.669307
                   9.308                      -2.4546038
                   9.312                      -2.2629477
                   9.316                      -2.0913597
                    9.32                      -1.9373028
                   9.324                      -1.7986086
                   9.328                       -1.673417
                   9.332                      -1.5601274
                   9.336                      -1.4573584
                    9.34                      -1.3639141
                   9.344                      -1.2787562
                   9.348                      -1.2009807
                   9.352                      -1.1297986
                   9.356                      -1.0645191
                    9.36                      -1.0045362
                   9.364                     -0.94931685
                   9.368                     -0.89839087
                   9.372                     -0.85134272
                   9.376                     -0.80780426
                    9.38                     -0.76744857
                   9.384                     -0.72998477
                   9.388                     -0.69515341
                   9.392                     -0.66272267
                   9.396                     -0.63248496
                     9.4                     -0.60425403
                   9.404                     -0.57786245
                   9.408                     -0.55315944
                   9.412                     -0.53000896
                   9.416                     -0.50828808
                    9.42                     -0.48788547
                   9.424                     -0.46870021
                   9.428                      -0.4506406
                   9.432                     -0.43362325
                   9.436                     -0.41757214
                    9.44                     -0.40241795
                   9.444                     -0.38809731
                   9.448                     -0.37455223
                   9.452                     -0.36172959
                   9.456                     -0.34958063
                    9.46                     -0.33806056
                   9.464                      -0.3271282
                   9.468                     -0.31674558
                   9.472                     -0.30687773
                   9.476                     -0.29749233
                    9.48                     -0.28855954
                   9.484                     -0.28005173
                   9.488                     -0.27194332
                   9.492                     -0.26421058
                   9.496                      -0.2568315
                     9.5                     -0.24978561
                   9.504                      -0.2430539
                   9.508                     -0.23661865
                   9.512                     -0.23046336
                   9.516                     -0.22457264
                    9.52                     -0.21893213
                   9.524                     -0.21352842
                   9.528                     -0.20834895
                   9.532                     -0.20338198
                   9.536                     -0.19861653
                    9.54                     -0.19404229
                   9.544                     -0.18964959
                   9.548                     -0.18542936
                   9.552                     -0.18137309
                   9.556                     -0.17747275
                    9.56                     -0.17372082
                   9.564                     -0.17011021
                   9.568                     -0.16663422
                   9.572                     -0.16328657
                   9.576                     -0.16006132
                    9.58                     -0.15695286
                   9.584                      -0.1539559
                   9.588                     -0.15106543
                   9.592                     -0.14827673
                   9.596                     -0.14558532
                     9.6                     -0.14298698
                   9.604                     -0.14047768
                   9.608                     -0.13805364
                   9.612                     -0.13571124
                   9.616                     -0.13344707
                    9.62                     -0.13125789
                   9.624                     -0.12914062
                   9.628                     -0.12709233
                   9.632                     -0.12511024
                   9.636                     -0.12319171
                    9.64                     -0.12133422
                   9.644                     -0.11953539
                   9.648                     -0.11779293
                   9.652                     -0.11610469
                   9.656                     -0.11446858
                    9.66                     -0.11288266
                   9.664                     -0.11134504
                   9.668                     -0.10985396
                   9.672                     -0.10840771
                   9.676                      -0.1070047
                    9.68                     -0.10564339
                   9.684                     -0.10432235
                   9.688                     -0.10304021
                   9.692                     -0.10179567
                   9.696                     -0.10058748
                     9.7                    -0.099414399
                   9.704                    -0.098275168
                   9.708                    -0.097168474
                   9.712                    -0.096092957
                   9.716                    -0.095047272
                    9.72                    -0.094030191
                   9.724                    -0.093040658
                   9.728                     -0.09207779
                   9.732                    -0.091140822
                   9.736                    -0.090229042
                    9.74                    -0.089341756
                   9.744                    -0.088478269
                   9.748                    -0.087637887
                   9.752                     -0.08681992
                   9.756                    -0.086023689
                    9.76                     -0.08524853
                   9.764                    -0.084493797
                   9.768                    -0.083758865
                   9.772                     -0.08304313
                   9.776                    -0.082346008
                    9.78                    -0.081666937
                   9.784                    -0.081005376
                   9.788                    -0.080360801
                   9.792                     -0.07973271
                   9.796                    -0.079120618
                     9.8                    -0.078524057
                   9.804                    -0.077942577
                   9.808                    -0.077375742
                   9.812                    -0.076823133
                   9.815                    -0.076417768
                   9.816                    -0.076284346
                    9.82                     -0.07575899
                   9.824                    -0.075246688
                   9.828                    -0.074747076
                   9.832                    -0.074259803
                   9.836                    -0.073784529
                    9.84                    -0.073320926
                   9.844                    -0.072868676
                   9.848                    -0.072427473
                   9.852                    -0.071997021
                   9.856                    -0.071577032
                    9.86                     -0.07116723
                   9.864                    -0.070767346
                   9.868                    -0.070377119
                   9.872                      -0.0699963
                   9.876                    -0.069624643
                    9.88                    -0.069261914
                   9.884                    -0.068907884
                   9.888                    -0.068562332
                   9.892                    -0.068225043
                   9.896                     -0.06789581
                     9.9                    -0.067574432
                   9.904                    -0.067260713
                   9.908                    -0.066954465
                   9.912                    -0.066655503
                   9.916                     -0.06636365
                    9.92                    -0.066078732
                   9.924                    -0.065800584
                   9.928                    -0.065529041
                   9.932                    -0.065263946
                   9.936                    -0.065005145
                    9.94                    -0.064752491
                   9.944                    -0.064505838
                   9.948                    -0.064265047
                   9.952                     -0.06402998
                   9.956                    -0.063800506
                    9.96                    -0.063576497
                   9.964                    -0.063357826
                   9.968                    -0.063144372
                   9.972                    -0.062936018
                   9.976                    -0.062732648
                    9.98                     -0.06253415
                   9.984                    -0.062340417
                   9.988                    -0.062151343
                   9.992                    -0.061966824
                   9.996                    -0.061786761
                      10                    -0.061611056
                  10.004                    -0.061439616
                  10.008                    -0.061272347
                  10.012                    -0.061109159
                  10.016                    -0.060949967
                   10.02                    -0.060794684
                  10.024                    -0.060643228
                  10.028                    -0.060495518
                  10.032                    -0.060351476
                  10.036                    -0.060211024
                   10.04                     -0.06007409
                  10.044                    -0.059940599
                  10.048                    -0.059810481
                  10.052                    -0.059683667
                  10.056                    -0.059560091
                   10.06                    -0.059439685
                  10.064                    -0.059322387
                  10.068                    -0.059208134
                  10.072                    -0.059096865
                  10.076                    -0.058988521
                   10.08                    -0.058883045
                  10.084                    -0.058780379
                  10.088                    -0.058680469
                  10.092                    -0.058583261
                  10.096                    -0.058488703
                    10.1                    -0.058396743
                  10.104                    -0.058307332
                  10.108                    -0.058220421
                  10.112                    -0.058135962
                  10.116                     -0.05805391
                   10.12                    -0.057974218
                  10.124                    -0.057896842
                  10.128                     -0.05782174
                  10.132                    -0.057748868
                  10.136                    -0.057678187
                   10.14                    -0.057609655
                  10.144                    -0.057543233
                  10.148                    -0.057478883
                  10.152                    -0.057416567
                  10.156                    -0.057356248
                   10.16                    -0.057297891
                  10.164                     -0.05724146
                  10.168                    -0.057186922
                  10.172                    -0.057134243
                  10.176                    -0.057083389
                   10.18                    -0.057034329
                  10.184                    -0.056987033
                  10.188                    -0.056941468
                  10.192                    -0.056897605
                  10.196                    -0.056855415
                    10.2                    -0.056814869
                  10.204                     -0.05677594
                  10.208                    -0.056738599
                  10.212                    -0.056702821
                  10.216                    -0.056668578
                   10.22                    -0.056635845
                  10.224                    -0.056604597
                  10.228                     -0.05657481
                  10.232                    -0.056546458
                  10.236                     -0.05651952
                   10.24                    -0.056493972
                  10.244                     -0.05646979
                  10.248                    -0.056446954
                  10.252                    -0.056425441
                  10.256                    -0.056405231
                   10.26                    -0.056386302
                  10.264                    -0.056368635
                  10.268                    -0.056352209
                  10.272                    -0.056337005
                  10.276                    -0.056323004
                   10.28                    -0.056310188
                  10.284                    -0.056298537
                  10.288                    -0.056288034
                  10.292                    -0.056278663
                  10.296                    -0.056270404
